,val_loss,val_acc,loss,acc
189,1.2425227573513984,0.61,0.26665069094962546,0.9533333333333334
190,1.252197866588831,0.61,0.2524957558181551,0.9588888888888889
191,1.2714135068655015,0.58,0.25162377980848155,0.9566666666666667
192,1.2665885458886623,0.63,0.28327678241663506,0.9444444444444444
193,1.309067506492138,0.62,0.2669233440193865,0.9555555555555556
194,1.2506431728601455,0.61,0.24937280466987027,0.9555555555555556
195,1.2838021340966224,0.6,0.25826843104014796,0.9522222222222222
196,1.2684305694699287,0.6,0.23522996755937736,0.9633333333333334
197,1.2615719693899154,0.61,0.24817703100542227,0.9544444444444444
198,1.2462015840411187,0.58,0.2506547081304921,0.9511111111111111
199,1.2478406298160554,0.61,0.24790820558038024,0.9455555555555556
